Timekeeper ID,Timekeeper Name,Timekeeper Role,Timekeeper Status,Timekeeper Office,Timekeeper Department,Timekeeper Practice Group,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Matter Status,Matter Office,Matter Department,Matter Practice Group,Billing Attorney,Supervising Attorney,Responsible Attorney,Originating Attorney,Budget,Target,Client ID,Client Name,Client Address,Client Status,Client Type,Invoice ID,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Flat Fee Amount,Trust Balance,WIP Amount,AR Amount,Soft Costs,Hard Costs,Phase Code,Task Code,Activity Code,Time Entry Date,Time Entry Hours,Time Entry Description,Profitability Status,Risk Level,Underbilling Flag,Overutilization Flag,Discount Flag
TK6381,Sarah Walsh,Partner,Active,New York,Tax,M&A,1338,1188,MT4392,Merritt v. Castro,Divorce,Closed,California,Real Estate,M&A,Samantha Juarez DDS,Amber Acevedo,Ryan Gilbert,Paul Sandoval,490690,468,CL3523,Maria Gilbert,"343 Cynthia Villages Suite 371
New Jaredfort, ND 40887",Inactive,Corporation,INV-70207,6/21/2024,113,134244,96,114048,1873,708,84.96,24.15,130,154440,1188,0,4869,1850,5378,1473,1540,Appeal,Deposition,Court Appearance,12/7/2024,8,Court Appearance for Merritt v. Castro,Profitable,High,No,No,No
TK1756,Ashley Stokes,Law Clerk,Active,Sydney,Tax,Intellectual Property,451,369,MT4842,Harris v. Brown,Divorce,Active,California,Litigation,M&A,Mike Montgomery,Duane Ford,Charles Harrison,Jeremy Perez,461556,147,CL9473,Jamie Perry,"646 Williams Curve
New Chelseamouth, TX 92236",Inactive,Nonprofit,INV-92239,10/8/2023,127,46863,122,45018,1622,965,96.06,86.39,133,49077,369,8871,6626,18362,7088,1269,1273,Settlement,Deposition,Draft Motion,2/16/2025,10,Draft Motion for Harris v. Brown,Unprofitable,Medium,No,Yes,No
TK4500,Kim Miller,Associate,Terminated,Toronto,Real Estate,M&A,1103,978,MT0716,Davis v. Hoover,Divorce,Closed,Toronto,Tax,Family Law,Elizabeth Snyder,Angela Ramsey,Kevin Woods,Richard Mckinney,145590,398,CL8793,Kenneth Obrien,"2131 Jennifer Passage
Hallmouth, MO 18533",Active,Individual,INV-82247,2/18/2024,42,41076,31,30318,1907,221,73.81,10.55,61,59658,978,38752,6047,14391,6530,832,3023,Trial,Research,Document Review,2/13/2025,7,Document Review for Davis v. Hoover,Unprofitable,High,No,No,No
TK0625,Frances Hahn,Of Counsel,Terminated,London,Corporate,Criminal Defense,276,199,MT8652,Calderon v. Brown,M&A,Active,New York,Litigation,Family Law,Heidi Walter,Matthew Mckee,William Jones,Jeffrey Garcia,195929,356,CL5982,Debra Singleton,"9687 Eric Meadows
Melaniefort, NH 14379",Active,Nonprofit,INV-12814,9/14/2023,86,17114,80,15920,684,135,93.02,24.16,87,17313,199,31859,5370,9420,1888,848,6670,Appeal,Negotiation,Client Meeting,6/2/2024,5,Client Meeting for Calderon v. Brown,Profitable,Low,Yes,No,Yes
TK4966,Donna Wells,Partner,Active,Toronto,Litigation,M&A,620,445,MT0857,Gonzalez v. Morales,Litigation,Closed,Sydney,Employment,Intellectual Property,Amy Davis,Brett Crosby,Laura Weiss,Kyle Munoz,148000,372,CL6452,Lyons-Adams,"282 Weeks Run
Alexchester, PA 86654",Inactive,Nonprofit,INV-37750,5/12/2023,186,82770,174,77430,1232,422,93.55,50,200,89000,445,23747,1352,4943,3050,864,3010,Settlement,Negotiation,Court Appearance,8/17/2024,1,Court Appearance for Gonzalez v. Morales,Unprofitable,High,No,Yes,No
TK9658,Justin Klein,Law Clerk,Terminated,California,Employment,Commercial Litigation,260,93,MT3911,Wagner v. Craig,Patent Filing,Closed,Sydney,Litigation,M&A,John Flores,Zachary Palmer,Jeff Wells,Samuel Chen,118523,235,CL6422,Barnes Inc,"305 John Plain Suite 639
North Steven, IA 52570",Active,Nonprofit,INV-56921,3/8/2024,124,11532,115,10695,1067,174,92.74,52.77,141,13113,93,17604,6327,4601,5842,3283,9389,Discovery,Negotiation,Client Meeting,3/14/2025,2,Client Meeting for Wagner v. Craig,Profitable,Low,Yes,Yes,No
TK9329,Robert Larson,Partner,Active,London,Litigation,Criminal Defense,284,165,MT3838,Alexander v. Myers,Litigation,Active,Sydney,Litigation,Criminal Defense,Robert Goodman,Brittany Payne,Jesse Reyes,Cody Robinson,68480,436,CL4296,Amy Hester,"27732 Walter Ridges
East Thomasshire, NH 09492",Inactive,Corporation,INV-53495,6/22/2024,113,18645,93,15345,1275,755,82.3,25.92,132,21780,165,9133,8529,8446,3614,3928,9626,Appeal,Drafting,Research Case Law,7/22/2024,7,Research Case Law for Alexander v. Myers,Unprofitable,High,Yes,Yes,No
TK9439,Dawn Jones,Paralegal,Active,Toronto,Corporate,Family Law,203,144,MT4824,Martinez v. Horton,M&A,Closed,London,Corporate,Commercial Litigation,Alyssa Chung,Loretta Collins,Tammy Glenn,Jose Moore,317621,129,CL6528,Sharon Hendrix,"794 Sergio Forks
South Tina, AL 58552",Active,Corporation,INV-01203,11/18/2023,103,14832,91,13104,1215,864,88.35,79.84,110,15840,144,0,3925,19473,927,1656,19,Document Review,Research,Court Appearance,11/7/2024,3,Court Appearance for Martinez v. Horton,Profitable,Low,No,No,Yes
TK4930,Vanessa Mclaughlin,Law Clerk,Active,London,Employment,M&A,353,287,MT7391,Gallagher v. White,Divorce,Closed,London,Litigation,Family Law,Michael Costa,Katrina Harris,Sandra Smith,Christina Sutton,305746,419,CL0985,"Guerrero, Cruz and Burch","95102 Brad Drive
Lihaven, MO 32929",Active,Corporation,INV-03275,6/26/2024,164,47068,160,45920,76,28,97.56,39.14,174,49938,287,46607,8728,16818,5758,4229,228,Settlement,Negotiation,Court Appearance,9/7/2024,2,Court Appearance for Gallagher v. White,Unprofitable,Medium,Yes,No,Yes
TK3672,Courtney Townsend,Of Counsel,Terminated,London,Real Estate,Commercial Litigation,1493,1335,MT2665,Beck v. Anderson,Litigation,Closed,New York,Tax,Criminal Defense,James Barber,Lisa Hill,Caleb Lawrence,Paula Sanford,407195,484,CL7846,James Barton,"022 Taylor Trace
Chanburgh, NM 02807",Active,Individual,INV-18571,4/25/2023,141,188235,128,170880,1945,285,90.78,29.13,153,204255,1335,22025,7978,9011,1015,1812,9525,Document Review,Filing,Research Case Law,12/17/2024,2,Research Case Law for Beck v. Anderson,Profitable,High,No,Yes,No
TK3650,Jacqueline Miller,Partner,Terminated,London,Tax,M&A,961,876,MT4689,Cardenas v. West,Litigation,Active,New York,Corporate,Criminal Defense,David Baldwin,Jennifer Cameron,Grace Hernandez,Marie Davidson,175923,202,CL0885,Lisa Gibson,"8514 Brittany Street Apt. 536
North Patrick, MP 14970",Inactive,Individual,INV-23175,2/24/2025,109,95484,96,84096,1592,118,88.07,53.96,120,105120,876,6314,7415,6768,2825,4093,9170,Trial,Drafting,Court Appearance,12/11/2024,1,Court Appearance for Cardenas v. West,Profitable,High,Yes,Yes,Yes
TK6695,James Lee,Of Counsel,Active,New York,Employment,Intellectual Property,268,147,MT3826,Miller v. Taylor,Divorce,Closed,New York,Employment,M&A,Loretta Graham,Ian Johnson,Andrew Henderson,Stephen Stokes,267055,176,CL7411,Hooper and Sons,"PSC 0832, Box 1354
APO AE 95715",Active,Nonprofit,INV-79061,3/26/2024,186,27342,180,26460,530,625,96.77,105.68,188,27636,147,0,4762,12869,6248,286,284,Document Review,Research,Client Meeting,8/24/2024,10,Client Meeting for Miller v. Taylor,Unprofitable,Medium,No,No,Yes
TK5374,Jacqueline Ramirez,Paralegal,Terminated,California,Employment,M&A,1403,1336,MT6627,Lin v. Porter,Litigation,Active,London,Tax,Family Law,Laura Lee,Anita Jones,Mark Greene,Molly Huber,374116,462,CL7225,Michelle Mack,"214 Love Rest
Port Ericmouth, AZ 90227",Inactive,Individual,INV-19803,10/18/2024,192,256512,188,251168,202,420,97.92,41.56,203,271208,1336,0,117,407,7739,3793,5761,Document Review,Filing,Document Review,12/19/2024,10,Document Review for Lin v. Porter,Unprofitable,High,No,No,No
TK1907,Jeffrey Neal,Of Counsel,Terminated,New York,Corporate,Commercial Litigation,252,125,MT5862,George v. Cox,Divorce,Closed,Sydney,Corporate,Intellectual Property,Brian Kennedy,Joshua Herrera,Cindy Jones,David Hicks,182474,211,CL3072,Sosa-Carr,"1279 Deleon Bypass
Port Erin, MA 61381",Inactive,Government,INV-60867,2/16/2024,105,13125,100,12500,480,94,95.24,49.76,114,14250,125,0,9071,12015,5212,4051,6719,Document Review,Negotiation,Draft Motion,7/22/2024,9,Draft Motion for George v. Cox,Profitable,High,No,Yes,No
TK2646,Amber Green,Paralegal,Terminated,Toronto,Real Estate,Family Law,368,316,MT4641,Williams v. Peterson,Divorce,Active,California,Real Estate,Intellectual Property,Melissa Adams MD,Kimberly Olson,Jeffery Lester,Brittney Byrd,92811,177,CL5496,Richardson PLC,"2302 Schwartz Ridge
Sanchezside, PA 81431",Inactive,Individual,INV-65236,8/15/2024,176,55616,156,49296,1511,374,88.64,99.44,179,56564,316,0,1800,17773,9721,285,1895,Document Review,Deposition,Court Appearance,6/17/2024,9,Court Appearance for Williams v. Peterson,Unprofitable,Medium,Yes,No,No
TK3306,Amanda Scott,Law Clerk,Active,New York,Litigation,Intellectual Property,939,810,MT1180,Kline v. Ramirez,Litigation,Active,New York,Tax,M&A,Kaitlyn Lyons,Susan Lee,Christopher Cooper,Phillip Holland,148768,448,CL2531,Jordan-Powell,"99827 Fernandez Tunnel Suite 391
Lake Thomas, NM 25952",Inactive,Government,INV-87600,10/22/2024,71,57510,62,50220,799,854,87.32,15.85,72,58320,810,0,2024,5541,6797,542,3607,Document Review,Negotiation,Draft Motion,4/18/2024,8,Draft Motion for Kline v. Ramirez,Unprofitable,Medium,Yes,Yes,No
TK0241,William Castaneda,Paralegal,Terminated,New York,Corporate,Family Law,1326,1288,MT3780,Taylor v. Lowe,M&A,Active,Toronto,Employment,Criminal Defense,Amy Williams,Kathy Bonilla,James Hayes,Stephanie Prince,468642,123,CL7565,"Parker, Wilson and Powers","595 Williams Drives Suite 254
South Allison, AL 32586",Active,Individual,INV-76066,5/29/2024,42,54096,41,52808,1674,286,97.62,34.15,57,73416,1288,0,8603,10886,3070,322,4808,Discovery,Drafting,Draft Motion,8/5/2024,2,Draft Motion for Taylor v. Lowe,Unprofitable,High,Yes,Yes,Yes
TK6417,Samantha Chapman,Law Clerk,Active,Toronto,Corporate,M&A,1208,1098,MT1554,Flores v. Brown,Litigation,Active,Sydney,Tax,Intellectual Property,Austin Bell,Aaron Wheeler,Jennifer Thompson,Glen Walker,56255,292,CL6720,Smith Ltd,"449 Werner Mill
Greenland, HI 94847",Active,Corporation,INV-60063,5/8/2024,121,132858,117,128466,868,512,96.69,41.44,132,144936,1098,39701,9287,11201,2054,4912,2016,Discovery,Deposition,Client Meeting,5/4/2024,6,Client Meeting for Flores v. Brown,Profitable,Low,Yes,Yes,Yes
TK6920,Kathryn Smith,Law Clerk,Active,New York,Employment,Family Law,1440,1359,MT1221,Williams v. Nelson,Divorce,Closed,California,Tax,Criminal Defense,Heather Warren,Reginald Peters,Michael Vargas,Christina Ballard,263096,381,CL7075,"Williams, Hernandez and Weaver","5667 Fox Parks Apt. 686
Stephenton, NM 87863",Inactive,Government,INV-02632,4/6/2023,139,188901,136,184824,768,642,97.84,36.48,147,199773,1359,0,2772,19593,2384,4667,4349,Document Review,Drafting,Research Case Law,1/12/2025,1,Research Case Law for Williams v. Nelson,Profitable,High,Yes,Yes,No
TK3354,Noah Horne,Law Clerk,Active,London,Corporate,Commercial Litigation,1419,1306,MT1696,Ritter v. Mcdonald,Litigation,Closed,Sydney,Litigation,M&A,Wendy Ramirez,James Powell,Marissa Anderson,Sara Perez,340274,399,CL8821,"Hammond, Saunders and Dunn","489 Lisa Brook Suite 126
Adamsfurt, NJ 21837",Inactive,Nonprofit,INV-45750,10/6/2023,143,186758,138,180228,343,312,96.5,35.84,156,203736,1306,0,7113,7488,2049,2107,2740,Trial,Filing,Client Meeting,2/6/2025,4,Client Meeting for Ritter v. Mcdonald,Unprofitable,Low,No,Yes,Yes
TK0841,Raymond Howard,Partner,Active,Sydney,Litigation,M&A,1078,961,MT0295,Lewis v. Fitzgerald,M&A,Active,New York,Tax,Criminal Defense,Michael Robinson,Sharon Carroll,Kyle Carr,David Williams,163160,379,CL4274,Flores-Sampson,"PSC 5692, Box 9997
APO AP 02097",Active,Government,INV-48925,4/16/2023,165,158565,150,144150,1794,572,90.91,43.54,185,177785,961,0,91,11094,2926,708,5212,Document Review,Research,Client Meeting,4/21/2024,3,Client Meeting for Lewis v. Fitzgerald,Profitable,Medium,No,No,Yes
TK7973,Laura Curtis,Partner,Terminated,Toronto,Real Estate,Family Law,597,498,MT4144,Phillips v. Tran,Divorce,Active,California,Corporate,M&A,Brian Roberts,Roberto Whitehead,James White,Richard Hubbard,251760,196,CL1383,"Martinez, Cook and Brennan","472 Vasquez Via Apt. 635
West Jerome, SD 61894",Inactive,Corporation,INV-20272,2/14/2025,163,81174,151,75198,715,47,92.64,83.16,172,85656,498,36135,2560,8200,4218,2079,2512,Discovery,Research,Draft Motion,3/20/2024,1,Draft Motion for Phillips v. Tran,Profitable,High,Yes,No,Yes
TK6654,Bailey Cook,Paralegal,Active,Toronto,Tax,Family Law,394,309,MT7414,Stanley v. Cook,Divorce,Closed,Toronto,Litigation,Commercial Litigation,Peter Brown,James Parker,Veronica Peterson,Monica Riley,51758,207,CL3708,Robert Peterson,"84360 Sandra Road
Katiestad, OH 85098",Inactive,Nonprofit,INV-65884,5/3/2024,22,6798,7,2163,114,636,31.82,10.63,42,12978,309,32152,4005,10104,7209,836,8185,Document Review,Filing,Client Meeting,4/17/2024,8,Client Meeting for Stanley v. Cook,Unprofitable,Medium,Yes,Yes,Yes
TK0879,David Bolton,Law Clerk,Terminated,London,Tax,Criminal Defense,843,810,MT9038,Elliott v. Rose,M&A,Closed,Toronto,Real Estate,M&A,Carmen Adams,Vanessa Hayes,Michelle Ellis,Rachael Lawrence,67061,365,CL0306,Lisa Cox,"03927 Brown Square Suite 460
North Mark, NV 14398",Inactive,Corporation,INV-44742,8/7/2024,112,90720,94,76140,1740,802,83.93,30.68,119,96390,810,36055,1353,16095,8663,4345,1032,Appeal,Negotiation,Draft Motion,7/29/2024,4,Draft Motion for Elliott v. Rose,Unprofitable,Low,No,Yes,No
TK2484,Elizabeth Miller,Of Counsel,Terminated,California,Corporate,Intellectual Property,700,588,MT7757,Campbell v. Simpson,Divorce,Closed,California,Employment,Commercial Litigation,Rachel Wells,Jo Craig,Eric White,Wendy Saunders,484106,499,CL6792,Burgess-Nguyen,"8004 Fox Shoals
Port Julia, TX 87263",Active,Government,INV-90553,2/3/2025,154,90552,151,88788,627,199,98.05,30.86,162,95256,588,0,2987,4164,8388,2310,1004,Appeal,Drafting,Document Review,8/17/2024,5,Document Review for Campbell v. Simpson,Profitable,High,Yes,Yes,Yes
TK6945,Laura Murphy,Partner,Terminated,California,Corporate,Commercial Litigation,504,366,MT4546,Murray v. Johnson,Divorce,Active,Sydney,Real Estate,Family Law,Amy Owens,Susan King,Amy Anderson,Jose Reynolds,403722,315,CL0102,"Ross, Sanchez and Bruce","35177 Brady Terrace
Smithville, NC 52351",Inactive,Individual,INV-66623,11/10/2024,105,38430,88,32208,876,53,83.81,33.33,105,38430,366,0,4249,1864,5255,4221,6016,Document Review,Filing,Document Review,7/2/2024,5,Document Review for Murray v. Johnson,Profitable,Low,Yes,Yes,Yes
TK9548,Laura Adkins DDS,Associate,Active,Toronto,Tax,Commercial Litigation,1212,1101,MT6376,Rhodes v. Malone,Divorce,Active,California,Litigation,Criminal Defense,Charlotte Hartman,Kathleen Rodriguez,Gregory Allen,Samuel Davis,76100,185,CL4898,Anderson-Beck,"618 Kristi Land
North Daniel, AK 08853",Active,Government,INV-86475,6/13/2024,109,120009,90,99090,1270,795,82.57,58.92,127,139827,1101,21737,9448,13896,1159,1611,7585,Document Review,Research,Document Review,11/13/2024,4,Document Review for Rhodes v. Malone,Unprofitable,Medium,Yes,No,Yes
TK8575,Nicole Santiago,Partner,Active,California,Real Estate,Family Law,587,567,MT3893,Bryant v. Johnson,Litigation,Closed,New York,Corporate,M&A,Kevin Watson,Amy Charles,Brett Archer,Vanessa Sampson,118406,327,CL4916,Cuevas PLC,"310 Davis Land
New Curtisville, WI 92235",Active,Government,INV-10909,4/26/2024,103,58401,100,56700,1390,984,97.09,31.5,117,66339,567,0,6693,5768,5847,1769,4103,Discovery,Filing,Court Appearance,8/21/2024,2,Court Appearance for Bryant v. Johnson,Unprofitable,High,No,No,Yes
TK6652,Laura Bates,Law Clerk,Terminated,Sydney,Employment,Commercial Litigation,192,103,MT9557,Smith v. Daniels,M&A,Active,London,Employment,M&A,Kelly Miller,Dawn Johnson,Jessica Parrish,Danielle Black,63540,301,CL5563,Valerie Allen,"96169 Conway Stravenue
Johnburgh, KS 33533",Active,Corporation,INV-80326,8/6/2024,185,19055,168,17304,1058,368,90.81,61.46,202,20806,103,22574,2389,19729,8194,2046,3008,Document Review,Filing,Document Review,10/1/2024,5,Document Review for Smith v. Daniels,Profitable,High,No,Yes,No
TK7962,Margaret Robinson,Associate,Terminated,California,Employment,Commercial Litigation,1266,1085,MT3086,Curtis v. Lee,M&A,Closed,California,Tax,M&A,Tyler Ward,Kimberly Ortega,Karen Ramsey,Eric Buchanan,421015,195,CL4215,Boyle PLC,"Unit 4827 Box 3602
DPO AP 67938",Active,Corporation,INV-11433,10/14/2023,23,24955,6,6510,1727,117,26.09,11.79,32,34720,1085,0,4531,10553,3215,1839,9102,Document Review,Deposition,Client Meeting,7/21/2024,8,Client Meeting for Curtis v. Lee,Unprofitable,High,No,No,Yes
TK7540,Jeffery Shepard,Law Clerk,Terminated,Toronto,Real Estate,Family Law,1198,1024,MT5516,Brown v. Young,Litigation,Active,London,Litigation,Family Law,Olivia Manning,Ms. Bridget Collins PhD,Ruben Garrett,Erica Coleman,474625,170,CL9997,"Martinez, Reyes and Reese","846 Marco Mount Apt. 117
Lake Rebecca, CO 22198",Active,Government,INV-07755,3/12/2025,188,192512,171,175104,1799,775,90.96,110.59,195,199680,1024,0,8347,8106,5430,2208,9780,Trial,Drafting,Draft Motion,11/17/2024,10,Draft Motion for Brown v. Young,Unprofitable,Medium,No,No,No
TK2616,Christina Hunter,Of Counsel,Active,California,Employment,Family Law,1476,1326,MT6228,Larsen v. Ramos,M&A,Closed,Sydney,Employment,Commercial Litigation,Kathleen Garcia,Veronica Martinez,Amy Hamilton,Richard Andrews DDS,366777,273,CL0085,"Daniel, Rios and Jones","647 Kiara Springs Suite 968
Mccannberg, TX 64290",Inactive,Government,INV-33590,11/30/2023,89,118014,86,114036,779,182,96.63,32.6,95,125970,1326,0,5623,13625,4071,2501,152,Discovery,Negotiation,Court Appearance,8/31/2024,8,Court Appearance for Larsen v. Ramos,Unprofitable,Low,Yes,Yes,Yes
TK8924,Carolyn Williams,Paralegal,Terminated,Sydney,Employment,Criminal Defense,1382,1340,MT4018,Gould v. Lee,Divorce,Closed,New York,Employment,M&A,Daniel Adams,Catherine Reynolds,Michelle Rasmussen,Clayton Jensen,366786,253,CL5021,Derrick Greene,"930 Garza Lights Apt. 566
Yangtown, HI 61768",Active,Individual,INV-43264,11/2/2024,144,192960,139,186260,798,66,96.53,56.92,162,217080,1340,32295,2856,7734,4519,2866,6925,Settlement,Negotiation,Court Appearance,2/5/2025,6,Court Appearance for Gould v. Lee,Unprofitable,High,Yes,No,No
TK3154,Joseph Lopez,Of Counsel,Terminated,New York,Tax,Criminal Defense,874,734,MT6143,West v. Snow,Criminal Case,Closed,California,Real Estate,Commercial Litigation,Scott Ramirez,Stacy White,Caitlyn Jones,Danielle Williams,167837,263,CL0962,"Collins, Warner and Woods","0346 Sandra Flat
Haleyview, NE 68251",Inactive,Government,INV-75074,7/25/2024,161,118174,144,105696,1746,986,89.44,61.22,176,129184,734,0,627,5573,6098,1861,3364,Appeal,Drafting,Document Review,8/30/2024,7,Document Review for West v. Snow,Unprofitable,High,No,No,Yes
TK2874,Timothy Richardson,Paralegal,Active,Sydney,Tax,Commercial Litigation,1176,1131,MT9948,Dixon v. Ellis,Criminal Case,Closed,New York,Employment,Family Law,Timothy Patel,Manuel Hayden,Steven Smith,Jennifer Oconnor DVM,234768,309,CL1170,Anne Warner,"716 Jeffery Drive Suite 102
Kyleshire, IA 07526",Active,Corporation,INV-12212,2/16/2025,196,221676,176,199056,1465,797,89.8,63.43,199,225069,1131,0,8079,8299,7279,4196,2776,Document Review,Negotiation,Research Case Law,8/14/2024,7,Research Case Law for Dixon v. Ellis,Profitable,Low,No,No,No
TK1037,Dr. Michael Kelly,Partner,Terminated,Sydney,Employment,Commercial Litigation,279,249,MT5690,Pitts v. Miles,Divorce,Active,California,Employment,Family Law,Steven Fowler,Eric Vazquez,Samantha Medina,Dr. Michelle Villanueva,98195,203,CL3822,Patel Group,"817 Steven Stream
Edwardborough, VT 49575",Inactive,Individual,INV-06736,7/5/2023,153,38097,144,35856,575,35,94.12,75.37,160,39840,249,0,3754,16540,776,745,4117,Document Review,Filing,Court Appearance,4/25/2024,2,Court Appearance for Pitts v. Miles,Unprofitable,Medium,No,Yes,Yes
TK3311,Aaron Zavala MD,Law Clerk,Active,Toronto,Real Estate,M&A,321,194,MT9600,Patrick v. Hubbard,Criminal Case,Closed,New York,Real Estate,Intellectual Property,Kathy Lang,George Fitzgerald,Joseph Woods,Antonio Stephens,400114,411,CL3273,"Gonzalez, Rodriguez and Harvey","USNV Weber
FPO AE 99190",Active,Corporation,INV-36021,1/17/2025,126,24444,115,22310,1914,206,91.27,30.66,137,26578,194,0,6244,18146,9015,1210,3064,Document Review,Negotiation,Court Appearance,8/30/2024,4,Court Appearance for Patrick v. Hubbard,Profitable,High,Yes,Yes,Yes
TK6031,Brianna Byrd,Associate,Terminated,Sydney,Litigation,Intellectual Property,652,617,MT6698,Hudson v. Sweeney,Patent Filing,Active,Toronto,Corporate,Family Law,Paul Hernandez Jr.,David Figueroa,Garrett Aguilar,Robert Graham,419072,221,CL1130,"Bernard, Turner and Mooney","45625 John Avenue Suite 837
Harrischester, CT 40909",Active,Corporation,INV-30810,11/18/2024,71,43807,66,40722,1112,272,92.96,32.13,87,53679,617,0,1527,16302,2129,1931,7292,Trial,Research,Court Appearance,5/20/2024,6,Court Appearance for Hudson v. Sweeney,Unprofitable,Medium,No,Yes,No
TK9573,John Watkins,Paralegal,Terminated,California,Employment,M&A,914,825,MT7656,Henderson v. Clark,Patent Filing,Closed,California,Litigation,Criminal Defense,John Oliver,Paul Obrien,Edward Brown,Tina Jennings,481655,454,CL3387,"Jackson, Walker and Morrison","7760 Mcguire Haven
South Reneemouth, MI 14030",Inactive,Government,INV-29449,10/30/2024,96,79200,88,72600,450,460,91.67,21.15,98,80850,825,0,9458,12398,9359,344,5898,Trial,Deposition,Client Meeting,7/9/2024,9,Client Meeting for Henderson v. Clark,Unprofitable,High,No,Yes,Yes
