Timekeeper ID,Timekeeper Name,Timekeeper Role,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Client ID,Client Name,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Time Entry Date,Time Entry Hours,Time Entry Description,Underbilling Flag,Discount Flag
TK5037,Derrick Hartman,Law Clerk,1309,1273,MT4658,Smith v. Patterson,Divorce,CL5331,Sabrina Rice,11/16/2024,165,210045,163,207499,30,956,98.79,122.22,168,213864,1273,6/6/2024,10,Draft Motion for Smith v. Patterson,No,No
TK4356,Ashley White,Partner,460,424,MT7970,Kelley v. Valenzuela,Patent Filing,CL0822,"Johnson, Baker and Williams",1/27/2024,40,16960,36,15264,769,954,90,11.05,43,18232,424,1/27/2025,8,Draft Motion for Kelley v. Valenzuela,Yes,Yes
TK6942,Amber Cooper,Partner,1197,1020,MT5236,Medina v. Ellison,Criminal Case,CL6144,"Walsh, Wang and Mcdonald",2/15/2025,180,183600,171,174420,1261,729,95,74.69,182,185640,1020,8/6/2024,4,Draft Motion for Medina v. Ellison,Yes,No
TK1761,Megan Perez,Partner,637,530,MT7421,Ruiz v. Salazar,Litigation,CL9454,Garcia-Reed,3/12/2025,104,55120,86,45580,1681,659,82.69,42.28,109,57770,530,12/26/2024,3,Draft Motion for Ruiz v. Salazar,Yes,Yes
TK7240,Paul Patton,Partner,894,880,MT7319,Adams v. Mack,Patent Filing,CL6726,Russell-Powell,3/17/2024,163,143440,155,136400,88,78,95.09,51.91,179,157520,880,10/20/2024,2,Research Case Law for Adams v. Mack,Yes,No
TK3718,Darlene Nicholson,Law Clerk,260,96,MT4669,Thompson v. Steele,Patent Filing,CL8474,Skinner and Sons,8/20/2023,156,14976,149,14304,1028,961,95.51,82.54,161,15456,96,11/7/2024,9,Document Review for Thompson v. Steele,No,No
TK8807,Jessica Gomez,Paralegal,1144,1081,MT1764,Duncan v. Singh,Divorce,CL2766,"Hoover, Young and Castillo",4/7/2024,166,179446,155,167555,1366,404,93.37,37.47,171,184851,1081,7/3/2024,6,Document Review for Duncan v. Singh,No,No
TK1186,Ryan Jackson,Partner,644,545,MT7060,Carroll v. Morrison,Litigation,CL9986,Michael Davis,3/2/2025,62,33790,55,29975,1417,398,88.71,59.05,79,43055,545,1/1/2025,6,Document Review for Carroll v. Morrison,No,Yes
TK4165,Marco Bean,Of Counsel,178,75,MT7831,Ramirez v. Davis,Litigation,CL8673,"Yoder, Davis and Kramer",5/8/2023,89,6675,85,6375,1688,244,95.51,37.08,90,6750,75,2/25/2025,6,Research Case Law for Ramirez v. Davis,No,Yes
TK8685,Tammy Wolf,Law Clerk,638,487,MT7314,Richard v. Palmer,M&A,CL7250,Robinson and Sons,10/5/2023,170,82790,163,79381,1425,468,95.88,59.44,188,91556,487,10/14/2024,6,Document Review for Richard v. Palmer,No,Yes
TK1359,April Delgado,Of Counsel,593,593,MT3237,Murray v. Choi,Criminal Case,CL0074,Clark Group,3/15/2025,124,73532,120,71160,1444,835,96.77,92.54,125,74125,593,11/27/2024,3,Document Review for Murray v. Choi,Yes,No
TK3053,Holly Williams,Paralegal,1415,1327,MT3788,Castro v. Estrada,Criminal Case,CL2122,"May, Massey and Cross",7/6/2024,159,210993,143,189761,1971,830,89.94,49.23,178,236206,1327,11/27/2024,8,Document Review for Castro v. Estrada,No,Yes
TK7877,Brandy Terry,Associate,754,632,MT2715,Gordon v. Molina,Criminal Case,CL5534,Hurley-Henry,11/5/2023,169,106808,160,101120,1825,232,94.67,60.14,171,108072,632,7/25/2024,10,Document Review for Gordon v. Molina,Yes,Yes
TK0056,Ashley Fisher,Partner,935,795,MT3313,Allen v. Booth,M&A,CL7196,Carter-Hess,12/24/2024,110,87450,103,81885,1396,511,93.64,91.67,122,96990,795,2/21/2025,5,Research Case Law for Allen v. Booth,No,Yes
TK4270,Laura Tran,Of Counsel,807,707,MT2069,Huang v. Morton,M&A,CL7386,Moreno-Palmer,1/26/2024,88,62216,80,56560,406,204,90.91,55.35,88,62216,707,7/30/2024,6,Draft Motion for Huang v. Morton,Yes,No
TK8441,Lisa Pierce,Law Clerk,400,239,MT7864,Martin v. Wood,Litigation,CL0654,Mary Lynn,7/11/2024,52,12428,36,8604,1918,8,69.23,17.63,63,15057,239,2/27/2025,3,Draft Motion for Martin v. Wood,No,No
TK5186,Joseph Hayden,Paralegal,521,463,MT8276,Johnson v. White,Divorce,CL8767,"Flynn, Paul and Velez",2/1/2025,113,52319,113,52319,1958,250,100,34.04,118,54634,463,1/26/2025,1,Document Review for Johnson v. White,Yes,No
TK4847,Jessica Stevens,Associate,819,728,MT6990,Holland v. Faulkner,Criminal Case,CL9452,Amy Rose,10/4/2023,197,143416,188,136864,1283,378,95.43,56.94,213,155064,728,2/18/2025,3,Court Appearance for Holland v. Faulkner,No,No
TK9270,Brad Meadows,Law Clerk,296,105,MT1666,Lopez v. Wilson,M&A,CL7790,"Wilson, Chan and Rivera",12/16/2023,115,12075,107,11235,1048,342,93.04,51.8,115,12075,105,8/22/2024,7,Research Case Law for Lopez v. Wilson,Yes,No
TK9527,David Lawrence,Paralegal,995,877,MT7722,Mcdaniel v. Goodman,Patent Filing,CL1657,Trevor Nichols,12/7/2023,158,138566,139,121903,1148,308,87.97,137.39,169,148213,877,1/20/2025,3,Document Review for Mcdaniel v. Goodman,Yes,Yes
TK2848,Ellen Nunez,Law Clerk,827,805,MT1602,Jones v. Castro,Litigation,CL3503,"Ward, Andrews and Wilson",3/15/2024,107,86135,96,77280,36,809,89.72,26.75,111,89355,805,10/30/2024,5,Draft Motion for Jones v. Castro,No,No
TK9772,Julia Miller MD,Associate,632,510,MT3590,Crawford v. Sampson,M&A,CL3558,Jonathan Woodard,8/8/2024,187,95370,173,88230,304,975,92.51,38.72,206,105060,510,5/9/2024,4,Document Review for Crawford v. Sampson,Yes,No
TK3391,Matthew Brown II,Paralegal,1257,1127,MT6000,Riddle v. Hardin,Criminal Case,CL2844,Levy Ltd,12/4/2024,107,120589,97,109319,1722,238,90.65,61.14,122,137494,1127,10/13/2024,6,Research Case Law for Riddle v. Hardin,No,No
TK1306,Stephanie Gardner,Partner,1092,1026,MT5808,Martinez v. Zhang,M&A,CL1031,Dustin Khan,7/5/2024,104,106704,86,88236,1732,315,82.69,39.54,120,123120,1026,3/30/2024,4,Document Review for Martinez v. Zhang,No,Yes
TK6739,David Howell,Of Counsel,222,73,MT6935,Mathis v. Rich,M&A,CL9608,Anderson Ltd,8/31/2023,196,14308,185,13505,1586,904,94.39,65.77,196,14308,73,11/11/2024,4,Document Review for Mathis v. Rich,No,Yes
TK7890,Stephanie Stewart,Paralegal,353,240,MT5839,Medina v. Graham,Criminal Case,CL5498,Nguyen Inc,8/25/2024,122,29280,104,24960,1709,918,85.25,81.88,128,30720,240,3/27/2024,1,Draft Motion for Medina v. Graham,No,No
TK4884,Maureen Wilson,Paralegal,1420,1314,MT7451,Russell v. May,Patent Filing,CL0492,Schmidt Inc,1/17/2025,83,109062,78,102492,529,561,93.98,40.89,88,115632,1314,7/7/2024,6,Court Appearance for Russell v. May,Yes,Yes
TK6094,Shannon Gonzales,Of Counsel,933,766,MT3582,Zimmerman v. Hancock,M&A,CL1584,Charles Martin,9/29/2023,112,85792,103,78898,1774,986,91.96,41.95,116,88856,766,10/2/2024,10,Document Review for Zimmerman v. Hancock,No,Yes
TK2536,Melanie Sims,Associate,501,321,MT3947,Williams v. Case,Patent Filing,CL9992,Antonio Reynolds,5/10/2023,200,64200,192,61632,464,264,96,44.25,206,66126,321,10/10/2024,2,Draft Motion for Williams v. Case,No,Yes
TK6822,Joy Williamson,Associate,748,675,MT5341,Choi v. Jackson,Criminal Case,CL0201,Hernandez-Watson,7/11/2024,146,98550,143,96525,1685,932,97.95,53.09,157,105975,675,8/24/2024,1,Document Review for Choi v. Jackson,Yes,Yes
TK7072,Ryan Freeman,Partner,1095,986,MT9464,Sanders v. Sims,M&A,CL0297,Anthony Miller,4/2/2024,189,186354,180,177480,1052,843,95.24,45.87,198,195228,986,4/27/2024,5,Document Review for Sanders v. Sims,No,Yes
TK8507,Jeffrey Hurst,Associate,929,787,MT6713,Wood v. Smith,M&A,CL7024,"James, Williams and Phelps",1/14/2024,70,55090,66,51942,613,880,94.29,14.37,89,70043,787,10/27/2024,1,Research Case Law for Wood v. Smith,Yes,No
TK8469,Mr. Jackson Francis,Associate,800,666,MT4897,Torres v. Nunez,Divorce,CL1048,"Hartman, Garcia and Ball",11/1/2024,189,125874,169,112554,975,797,89.42,141.04,204,135864,666,7/30/2024,9,Draft Motion for Torres v. Nunez,No,No
TK4662,Michael Evans,Of Counsel,481,443,MT1879,Bond v. Nguyen,Criminal Case,CL3532,Pierce Ltd,1/2/2024,139,61577,125,55375,1895,500,89.93,31.74,159,70437,443,11/26/2024,4,Client Meeting for Bond v. Nguyen,No,Yes
TK1083,Janet Brown,Law Clerk,628,596,MT6327,Flores v. Russo,Patent Filing,CL9974,Miguel Martinez,6/23/2024,139,82844,133,79268,1192,613,95.68,47.12,149,88804,596,2/2/2025,8,Draft Motion for Flores v. Russo,No,Yes
TK4723,Jeffrey Brown,Paralegal,379,354,MT8709,Jarvis v. Jordan,Litigation,CL1177,Norris-Dodson,11/17/2023,189,66906,179,63366,654,162,94.71,43.65,199,70446,354,11/6/2024,2,Draft Motion for Jarvis v. Jordan,Yes,Yes
TK7069,Carol Barrett,Of Counsel,621,617,MT7652,Knox v. Anderson,M&A,CL5445,Anderson-Green,9/15/2024,142,87614,139,85763,601,625,97.89,40.69,160,98720,617,6/17/2024,3,Client Meeting for Knox v. Anderson,No,Yes
TK5983,Brenda Hall,Of Counsel,821,798,MT2792,Rowland v. Ellis,Litigation,CL1788,Stanley PLC,8/10/2024,105,83790,91,72618,844,922,86.67,35.12,111,88578,798,1/31/2025,2,Court Appearance for Rowland v. Ellis,Yes,No
TK9386,Patrick Torres,Law Clerk,1200,1144,MT1873,Barron v. Dunlap,M&A,CL8518,"Williams, Johnson and Haynes",5/16/2024,54,61776,50,57200,1589,876,92.59,22.04,56,64064,1144,1/8/2025,8,Document Review for Barron v. Dunlap,No,No
TK0961,Kelsey Crawford,Paralegal,564,539,MT7529,Mcclain v. Hansen,Criminal Case,CL2099,Rodriguez PLC,5/6/2023,38,20482,21,11319,1004,61,55.26,21.71,58,31262,539,9/14/2024,1,Research Case Law for Mcclain v. Hansen,Yes,Yes
TK8672,Kenneth Keith,Partner,1204,1051,MT8222,Haney v. Allen,Litigation,CL8983,Hernandez Ltd,7/6/2023,194,203894,178,187078,377,200,91.75,40.93,194,203894,1051,2/25/2025,4,Draft Motion for Haney v. Allen,No,Yes
TK7050,Mark Moore,Paralegal,625,546,MT6664,Jones v. Walker,Patent Filing,CL5588,Samantha Davis,4/24/2023,49,26754,31,16926,821,982,63.27,22.69,56,30576,546,10/5/2024,10,Document Review for Jones v. Walker,Yes,No
TK4153,Brian Anderson,Associate,1106,1000,MT4439,Little v. Miller,Patent Filing,CL3104,Mark Smith,9/27/2023,65,65000,55,55000,211,558,84.62,29.55,67,67000,1000,10/31/2024,4,Research Case Law for Little v. Miller,No,No
TK9777,Robert Reid,Paralegal,1301,1297,MT2698,Chang v. Forbes,Criminal Case,CL3319,Karla Baxter,11/18/2023,194,251618,184,238648,249,49,94.85,79.18,214,277558,1297,1/18/2025,9,Document Review for Chang v. Forbes,Yes,Yes
TK8390,Katie Wilson,Paralegal,1288,1283,MT5151,Gomez v. Atkinson,Divorce,CL6989,George Stewart,7/23/2024,163,209129,160,205280,1404,288,98.16,45.92,173,221959,1283,12/24/2024,7,Draft Motion for Gomez v. Atkinson,Yes,Yes
TK7897,Cynthia Thomas,Law Clerk,406,302,MT0565,Evans v. Mcdonald,Divorce,CL4976,Linda King,3/11/2025,187,56474,172,51944,1439,355,91.98,155.83,207,62514,302,2/1/2025,10,Research Case Law for Evans v. Mcdonald,Yes,Yes
TK3927,Michael Guzman,Partner,767,614,MT5630,Stevens v. Smith,Criminal Case,CL3849,"Hunt, Bradley and Wu",8/2/2023,90,55260,72,44208,1603,398,80,29.22,102,62628,614,8/9/2024,10,Client Meeting for Stevens v. Smith,No,Yes
TK4591,Blake Anderson,Partner,1139,1037,MT3269,Johnson v. Thompson,Divorce,CL6965,Watson-Cohen,6/30/2024,144,149328,137,142069,1054,947,95.14,33.18,159,164883,1037,10/15/2024,8,Document Review for Johnson v. Thompson,Yes,Yes
TK7274,Gregory Jones,Of Counsel,1135,1097,MT4238,Moore v. Johnson,Litigation,CL1490,"Price, Hughes and Stanton",2/21/2025,125,137125,111,121767,1821,541,88.8,102.46,135,148095,1097,1/26/2025,4,Research Case Law for Moore v. Johnson,Yes,No
TK9863,Haley Williams,Paralegal,486,411,MT0980,Munoz v. Johnson,Litigation,CL6622,Melissa Reed,8/24/2023,139,57129,127,52197,216,735,91.37,139,142,58362,411,2/1/2025,9,Document Review for Munoz v. Johnson,Yes,No
TK9136,Caitlyn Reilly,Paralegal,215,109,MT3851,Anderson v. Ortiz,Divorce,CL2728,"Allen, Park and Simmons",4/2/2024,131,14279,114,12426,975,372,87.02,33.08,150,16350,109,12/15/2024,2,Research Case Law for Anderson v. Ortiz,No,Yes
TK9680,Yvonne Reid,Associate,1455,1401,MT5028,Hodges v. Allen,Patent Filing,CL4182,Thompson-Stewart,4/2/2023,91,127491,82,114882,961,168,90.11,32.5,106,148506,1401,6/28/2024,6,Research Case Law for Hodges v. Allen,Yes,Yes
TK8535,Christina Atkins,Associate,874,784,MT6630,Clayton v. Shields,Patent Filing,CL0701,Alvarez Group,6/20/2024,96,75264,93,72912,1747,11,96.88,72.73,96,75264,784,1/5/2025,9,Research Case Law for Clayton v. Shields,Yes,No
TK2858,Eric Robinson,Of Counsel,538,524,MT3461,Green v. Martin,Criminal Case,CL0423,Bartlett PLC,10/23/2024,84,44016,70,36680,913,553,83.33,26.25,93,48732,524,9/17/2024,8,Court Appearance for Green v. Martin,No,No
TK0301,Julie Vasquez,Law Clerk,230,225,MT9688,Kelley v. Gonzalez,Litigation,CL6933,William Gardner,9/5/2024,37,8325,22,4950,892,407,59.46,14.57,55,12375,225,3/2/2025,5,Document Review for Kelley v. Gonzalez,Yes,Yes
TK2012,David Buckley,Associate,434,286,MT5401,Brown v. Matthews,Divorce,CL7919,Martin-Gutierrez,11/25/2023,43,12298,32,9152,1916,692,74.42,9.86,53,15158,286,11/30/2024,4,Court Appearance for Brown v. Matthews,Yes,Yes
TK7548,Andrew Alexander,Paralegal,582,561,MT8175,Miller v. Keller,M&A,CL0300,Tate LLC,3/14/2024,170,95370,153,85833,637,607,90,118.06,180,100980,561,9/23/2024,8,Client Meeting for Miller v. Keller,Yes,No
TK5477,Thomas Hudson,Partner,636,484,MT4952,James v. Whitney,Litigation,CL8826,Moore-Kelly,9/9/2023,78,37752,62,30008,1149,490,79.49,51.66,96,46464,484,7/7/2024,8,Draft Motion for James v. Whitney,Yes,No
TK9842,Edgar Maynard,Paralegal,1371,1198,MT1972,Bush v. Garcia,Divorce,CL5403,Charles Miller,11/22/2024,90,107820,72,86256,483,318,80,24.66,109,130582,1198,6/14/2024,2,Document Review for Bush v. Garcia,Yes,Yes
TK7393,Timothy Jackson,Partner,778,699,MT0777,Charles v. Gross,Litigation,CL7123,"White, Buck and Lewis",5/4/2023,90,62910,73,51027,205,610,81.11,43.27,91,63609,699,1/8/2025,10,Draft Motion for Charles v. Gross,No,Yes
TK7859,Tamara Johnson,Partner,1390,1304,MT6548,Mcdonald v. Russell,Patent Filing,CL9476,Lam Group,12/5/2023,200,260800,194,252976,329,316,97,59.52,213,277752,1304,9/13/2024,10,Research Case Law for Mcdonald v. Russell,Yes,Yes
TK6987,Ryan Carter,Paralegal,862,838,MT8326,Weiss v. Smith,Divorce,CL0680,Williams-Gallagher,11/16/2024,182,152516,181,151678,228,203,99.45,52.45,183,153354,838,4/8/2024,2,Document Review for Weiss v. Smith,No,Yes
TK3142,Michael Stevens,Law Clerk,752,752,MT1425,Howard v. Gonzalez,Divorce,CL5593,"Rojas, Douglas and Sanchez",8/11/2023,167,125584,157,118064,1411,672,94.01,83.92,186,139872,752,11/4/2024,8,Court Appearance for Howard v. Gonzalez,Yes,No
TK9724,Norman Smith,Associate,377,207,MT8796,Adams v. Yu,Patent Filing,CL8343,Hernandez-Riggs,7/8/2024,104,21528,84,17388,448,831,80.77,72.73,121,25047,207,5/3/2024,7,Research Case Law for Adams v. Yu,Yes,Yes
TK6491,Jessica Norris,Associate,1188,1147,MT3441,Johnson v. Taylor,Litigation,CL9798,Gillespie-Christensen,9/17/2024,22,25234,8,9176,1664,600,36.36,6.53,26,29822,1147,5/1/2024,4,Document Review for Johnson v. Taylor,No,No
TK8989,Mark Kemp,Law Clerk,1098,923,MT3397,Gonzalez v. Rivera,Criminal Case,CL7243,Tyler Colon,10/31/2024,126,116298,106,97838,373,921,84.13,28.7,138,127374,923,9/24/2024,5,Court Appearance for Gonzalez v. Rivera,No,Yes
TK6499,Randall Walton,Of Counsel,659,514,MT0043,Burns v. Stanley,Patent Filing,CL4115,Espinoza-Jones,8/20/2023,100,51400,87,44718,1736,334,87,24.94,111,57054,514,8/1/2024,10,Client Meeting for Burns v. Stanley,No,Yes
TK6190,Kevin Russell,Law Clerk,487,309,MT2338,Mills v. Gonzalez,M&A,CL6828,Martinez-Gibbs,2/1/2025,168,51912,168,51912,223,131,100,75.68,188,58092,309,7/11/2024,6,Research Case Law for Mills v. Gonzalez,Yes,Yes
TK0746,Lawrence Durham,Associate,534,410,MT1035,Rodriguez v. Stanley,Patent Filing,CL2440,Kelley and Sons,11/29/2023,30,12300,24,9840,1908,720,80,15.31,50,20500,410,3/7/2025,2,Document Review for Rodriguez v. Stanley,No,No
TK1807,Shelia Anderson,Law Clerk,1336,1270,MT8383,Wang v. Walker,Patent Filing,CL2415,Lowe-Maxwell,9/26/2024,58,73660,42,53340,1571,898,72.41,22.75,74,93980,1270,1/29/2025,10,Draft Motion for Wang v. Walker,Yes,Yes
TK2675,Carrie Peters,Of Counsel,347,335,MT4915,White v. Ellis,Criminal Case,CL6479,Farrell-Soto,2/10/2025,155,51925,150,50250,1432,711,96.77,32.16,157,52595,335,7/12/2024,2,Research Case Law for White v. Ellis,No,Yes
TK2108,Bruce Miller,Law Clerk,1298,1205,MT7184,Woodward v. Rodriguez,M&A,CL7543,Webb PLC,12/25/2024,124,149420,104,125320,1630,439,83.87,29.88,125,150625,1205,7/30/2024,1,Draft Motion for Woodward v. Rodriguez,No,Yes
TK3459,Hunter Frederick,Of Counsel,1051,884,MT3546,Collins v. Choi,Criminal Case,CL8332,"Brown, Holmes and Harmon",6/27/2023,147,129948,132,116688,868,35,89.8,41.53,154,136136,884,7/4/2024,4,Draft Motion for Collins v. Choi,No,No
TK7934,Shawn Hunt,Of Counsel,558,541,MT8717,Wise v. Morgan,Divorce,CL7194,Nichole Robinson,10/8/2023,167,90347,163,88183,735,995,97.6,36.23,171,92511,541,9/20/2024,3,Document Review for Wise v. Morgan,Yes,Yes
TK7583,Douglas Young,Associate,1482,1471,MT1759,Webb v. Barnes,Patent Filing,CL1007,"Bush, Thomas and Johns",4/15/2023,80,117680,66,97086,337,668,82.5,47.34,98,144158,1471,7/31/2024,6,Court Appearance for Webb v. Barnes,Yes,No
TK8513,Brittany Barrett,Law Clerk,173,71,MT1096,Brown v. Walker,Divorce,CL1062,Ortiz Inc,12/14/2023,41,2911,25,1775,1411,668,60.98,13.14,57,4047,71,11/3/2024,8,Draft Motion for Brown v. Walker,Yes,Yes
TK5188,Roger Walker,Partner,932,861,MT1338,Neal v. Potter,Litigation,CL4120,"Thompson, Barton and Jackson",9/14/2024,81,69741,62,53382,1986,489,76.54,38.76,101,86961,861,1/6/2025,7,Document Review for Neal v. Potter,No,No
TK3521,Joseph Watts,Partner,445,262,MT0584,West v. Thompson,M&A,CL0181,Jose Walker,10/11/2023,120,31440,102,26724,40,577,85,26.32,132,34584,262,3/20/2025,3,Client Meeting for West v. Thompson,Yes,Yes
TK4942,Jonathan White,Associate,942,869,MT9337,Mcdonald v. Klein,Divorce,CL4304,Lee and Sons,4/27/2023,144,125136,141,122529,557,757,97.92,63.72,159,138171,869,9/18/2024,3,Document Review for Mcdonald v. Klein,No,Yes
TK9939,Kevin Clark PhD,Associate,1023,947,MT9058,Carter v. Manning,M&A,CL7512,Cheryl Walters,3/4/2024,51,48297,48,45456,702,930,94.12,18.28,60,56820,947,5/7/2024,5,Research Case Law for Carter v. Manning,Yes,Yes
TK9402,Courtney Nelson,Partner,1053,1050,MT5749,Walsh v. Odom,Divorce,CL3308,"Smith, Spence and Mendez",10/15/2023,105,110250,104,109200,673,148,99.05,55.85,117,122850,1050,9/26/2024,4,Draft Motion for Walsh v. Odom,Yes,Yes
TK5785,Lauren Parker,Partner,386,227,MT0366,Tucker v. Wilson,Divorce,CL3182,Lowe-Deleon,3/6/2024,111,25197,92,20884,1906,230,82.88,23.03,115,26105,227,3/31/2024,4,Document Review for Tucker v. Wilson,No,Yes
TK8430,Jessica Smith,Of Counsel,642,628,MT6025,Owens v. Knapp,Divorce,CL4866,"Jackson, Owen and Boyle",8/1/2023,116,72848,96,60288,1088,85,82.76,50,123,77244,628,10/6/2024,4,Court Appearance for Owens v. Knapp,Yes,No
TK0795,William Thomas,Partner,788,726,MT3021,Allen v. Patterson,Patent Filing,CL0936,Robert Haynes,7/18/2023,163,118338,152,110352,1057,416,93.25,34.46,170,123420,726,7/21/2024,10,Draft Motion for Allen v. Patterson,Yes,No
TK6553,Frank West,Law Clerk,275,117,MT8994,Sharp v. Velazquez,Criminal Case,CL9545,Smith and Sons,3/8/2025,149,17433,135,15795,425,310,90.6,53.6,158,18486,117,5/16/2024,10,Research Case Law for Sharp v. Velazquez,Yes,No
TK1453,Pamela White,Paralegal,874,715,MT1754,Wallace v. Wallace,Litigation,CL8042,"Hardy, Lopez and Schroeder",2/21/2025,68,48620,59,42185,389,463,86.76,24.29,87,62205,715,10/6/2024,1,Court Appearance for Wallace v. Wallace,Yes,No
TK9501,Crystal Wall,Law Clerk,1038,957,MT5249,Green v. Sosa,Patent Filing,CL8862,Mario Whitney,2/10/2024,123,117711,109,104313,851,131,88.62,119.42,141,134937,957,8/7/2024,6,Document Review for Green v. Sosa,Yes,No
TK1270,Perry Smith,Of Counsel,468,388,MT4944,Davis v. Neal,Divorce,CL3082,Anthony Gomez MD,9/6/2024,168,65184,168,65184,1332,689,100,55.08,186,72168,388,9/11/2024,8,Court Appearance for Davis v. Neal,No,No
TK6139,Briana Miller,Associate,201,186,MT7293,Tyler v. Miller,Criminal Case,CL9053,"Zamora, Thomas and Schneider",7/28/2023,149,27714,135,25110,1504,340,90.6,71.98,161,29946,186,11/8/2024,1,Court Appearance for Tyler v. Miller,No,Yes
TK2013,William Yates,Law Clerk,1206,1046,MT1139,Graves v. Marshall,Divorce,CL2800,Vaughan Group,3/29/2023,92,96232,88,92048,1074,400,95.65,22.33,104,108784,1046,1/2/2025,4,Research Case Law for Graves v. Marshall,No,Yes
TK8797,Christopher Lopez,Law Clerk,699,528,MT4607,Mclaughlin v. Nelson,Patent Filing,CL9967,Rebecca Vaughn,12/30/2023,192,101376,175,92400,1362,910,91.15,39.34,199,105072,528,12/6/2024,8,Court Appearance for Mclaughlin v. Nelson,No,Yes
TK9883,Linda Thompson,Law Clerk,943,853,MT9919,Mitchell v. Jensen,Divorce,CL7662,Graves-Bradley,5/14/2023,109,92977,94,80182,1978,876,86.24,29.3,109,92977,853,8/14/2024,10,Court Appearance for Mitchell v. Jensen,Yes,Yes
TK2190,Donna Schroeder,Partner,1466,1447,MT0835,Riley v. Baird,M&A,CL7950,"Blair, Dennis and Peters",7/13/2024,24,34728,11,15917,866,956,45.83,6.98,41,59327,1447,6/15/2024,4,Document Review for Riley v. Baird,Yes,No
TK5614,Harold Mccarthy,Paralegal,790,719,MT2438,Mann v. Flores,Criminal Case,CL1099,Foster and Sons,6/7/2024,179,128701,178,127982,808,453,99.44,36.31,197,141643,719,10/31/2024,9,Research Case Law for Mann v. Flores,No,Yes
TK0226,Paul Aguilar,Of Counsel,1216,1109,MT6847,Hernandez v. Gordon,Divorce,CL0387,Young-Reyes,11/26/2024,118,130862,109,120881,1333,904,92.37,51.98,121,134189,1109,12/15/2024,6,Draft Motion for Hernandez v. Gordon,No,Yes
TK1172,Jessica Tucker,Partner,280,265,MT1921,Park v. Gross,Litigation,CL9471,Marquez LLC,6/23/2023,37,9805,29,7685,1116,584,78.38,8.56,52,13780,265,9/26/2024,2,Client Meeting for Park v. Gross,Yes,No
TK9973,Betty Johnson,Associate,319,138,MT5216,Zuniga v. Harris,Divorce,CL5584,Thomas Group,6/22/2023,57,7866,54,7452,1802,804,94.74,23.27,76,10488,138,7/10/2024,6,Document Review for Zuniga v. Harris,Yes,No
TK8603,Jonathan Rich,Associate,999,981,MT4262,Bradford v. Ferguson,M&A,CL8996,Smith-Randall,7/19/2024,171,167751,154,151074,797,469,90.06,52.94,185,181485,981,5/26/2024,10,Draft Motion for Bradford v. Ferguson,Yes,Yes
TK7409,Jessica Williams,Paralegal,225,71,MT3304,Wilson v. Perez,Patent Filing,CL3527,Johnson Group,12/26/2024,100,7100,95,6745,1901,207,95,22.57,110,7810,71,7/26/2024,6,Draft Motion for Wilson v. Perez,Yes,Yes
